Customer ID,Age,Annual Income (k$),Gender,Spending Score (1-100),Product Category,Number of Purchases,Days Since Last Purchase,Average Purchase Value ($)
584,34,28,Male,40,Electronics,75,213,397.36
585,43,135,Female,47,Electronics,84,114,425.93
586,25,79,Female,94,Electronics,73,313,969.21
587,46,140,Female,44,Electronics,1,292,697.66
588,43,127,Male,48,Groceries,58,48,721.98
589,27,127,Female,91,Clothing,3,66,567.07
590,43,95,Female,85,Toys,63,274,974.86
591,51,49,Male,52,Clothing,21,128,691.98
592,68,40,Male,84,Clothing,23,28,896.08
593,58,53,Male,68,Furniture,9,342,702.39
594,24,60,Female,11,Electronics,83,32,737.76
595,21,70,Female,77,Groceries,55,118,297.51
596,67,101,Female,73,Electronics,19,179,310.44
597,62,77,Male,4,Electronics,62,150,785.15
598,28,94,Female,76,Clothing,87,132,303.74
599,46,42,Male,73,Furniture,91,326,567.14
600,53,147,Male,77,Electronics,91,184,256.86
601,42,36,Female,48,Toys,39,133,818.81
602,38,88,Other,26,Toys,76,176,119.4
603,53,127,Female,77,Electronics,27,21,831.15
604,27,113,Female,39,Clothing,46,240,606.7
605,54,34,Male,92,Clothing,34,76,195.04
606,26,110,Male,58,Groceries,33,203,546.62
607,41,52,Female,19,Furniture,92,3,289.67
608,52,144,Female,88,Clothing,95,327,330.23
609,66,35,Male,83,Groceries,96,164,358.01
610,52,85,Male,77,Toys,50,127,72.69
611,65,66,Male,77,Toys,20,44,986.1
612,53,143,Female,58,Toys,40,217,41.22
613,35,20,Male,28,Electronics,99,234,665.87
614,66,106,Male,66,Furniture,95,135,377.52
615,56,147,Male,10,Groceries,58,167,649.55
616,49,86,Male,86,Furniture,31,236,362.69
617,41,23,Female,77,Electronics,38,92,677.01
618,40,66,Male,58,Groceries,86,4,731.94
619,49,57,Female,73,Groceries,45,155,693.65
620,54,40,Female,97,Clothing,41,244,122.82
621,29,76,Female,14,Furniture,9,359,660.32
622,66,136,Male,84,Furniture,9,80,287.19
623,30,65,Other,15,Clothing,63,246,38.51
624,40,58,Female,96,Toys,79,342,420.68
625,42,118,Other,33,Electronics,77,136,439.21
626,52,96,Female,17,Furniture,22,62,472.5
627,58,134,Male,24,Clothing,16,306,707.78
628,47,110,Male,30,Groceries,32,115,315.76
629,34,117,Male,62,Clothing,66,112,322.13
630,66,139,Female,13,Toys,90,30,69.95
631,37,65,Male,62,Electronics,14,6,689.95
632,65,57,Male,47,Toys,38,2,572.15
633,42,119,Male,16,Groceries,98,306,355.93
634,39,91,Male,66,Groceries,8,242,708.14
635,30,54,Male,81,Groceries,21,55,541.98
636,36,49,Male,96,Groceries,56,72,474.55
637,66,97,Male,43,Clothing,46,9,516.21
638,53,103,Male,8,Groceries,43,60,639.98
639,29,132,Male,3,Groceries,92,49,663.4
640,58,44,Male,12,Clothing,46,121,296.07
641,36,107,Female,84,Groceries,48,174,149.34
642,29,33,Female,16,Toys,70,0,165.07
643,26,121,Male,78,Toys,84,37,643.0
644,24,102,Male,80,Furniture,31,189,874.14
645,45,129,Female,59,Toys,33,78,415.4
646,31,38,Female,49,Electronics,44,344,177.82
647,48,47,Female,63,Electronics,71,337,759.04
648,69,90,Female,62,Electronics,8,189,834.16
649,36,82,Male,49,Clothing,73,183,881.78
650,64,92,Male,51,Toys,2,66,610.76
651,33,143,Male,33,Electronics,17,16,862.12
652,22,138,Female,30,Furniture,52,315,25.26
653,52,140,Female,59,Clothing,45,295,116.16
654,29,38,Female,76,Furniture,37,208,101.65
655,42,139,Male,15,Toys,42,344,715.48
656,69,80,Female,82,Groceries,44,40,78.89
657,38,49,Male,92,Furniture,81,114,501.4
658,53,28,Male,23,Groceries,38,99,477.98
659,40,83,Male,78,Clothing,99,344,317.6
660,33,139,Female,94,Furniture,94,348,871.7
661,56,71,Male,97,Furniture,6,138,178.73
662,62,108,Female,45,Clothing,68,315,358.94
663,59,72,Male,62,Clothing,51,323,776.43
664,56,97,Female,79,Electronics,35,333,40.12
665,31,60,Female,71,Toys,58,301,676.22
666,48,87,Male,15,Furniture,57,293,818.23
667,22,27,Female,46,Furniture,73,16,932.95
668,52,21,Female,64,Clothing,6,321,877.53
669,40,124,Female,46,Clothing,13,291,326.19
670,46,144,Female,56,Toys,59,73,590.5
671,60,129,Female,44,Clothing,86,262,86.52
672,28,105,Male,75,Groceries,92,15,265.29
673,35,139,Female,29,Groceries,30,13,103.28
674,64,146,Male,95,Groceries,2,335,322.04
675,29,35,Male,62,Groceries,58,280,876.44
676,26,81,Male,89,Toys,36,360,353.7
677,27,132,Female,52,Furniture,72,3,566.28
678,61,31,Female,54,Groceries,45,126,439.05
679,34,54,Male,88,Clothing,9,311,464.33
680,55,30,Female,57,Groceries,65,5,969.88
681,24,83,Female,83,Toys,77,128,303.19
682,63,69,Male,66,Clothing,50,231,631.05
683,30,88,Male,22,Groceries,79,312,425.86
684,57,67,Female,20,Furniture,32,194,70.53
685,59,39,Male,33,Clothing,98,64,494.44
686,26,120,Female,72,Clothing,43,320,815.21
687,67,87,Male,25,Furniture,95,102,107.77
688,44,54,Male,46,Clothing,78,276,78.9
689,19,84,Female,73,Groceries,54,157,162.1
690,22,27,Female,98,Clothing,47,223,766.76
691,46,64,Female,57,Groceries,14,288,726.76
692,54,106,Female,87,Furniture,48,277,569.37
693,55,95,Female,5,Electronics,55,181,473.54
694,36,95,Female,55,Furniture,29,3,889.44
695,25,66,Male,61,Groceries,47,214,769.03
696,65,34,Female,89,Toys,63,216,813.82
697,62,124,Male,8,Furniture,19,208,815.13
698,18,45,Female,16,Toys,91,73,646.29
699,39,71,Male,48,Toys,9,226,463.43
700,69,112,Female,61,Groceries,37,92,866.03
701,34,40,Male,15,Groceries,92,64,926.75
702,24,70,Female,65,Electronics,52,320,33.57
703,42,57,Female,22,Clothing,57,9,61.04
704,62,39,Male,3,Furniture,88,302,959.16
705,21,74,Female,54,Groceries,28,321,284.39
706,53,111,Male,14,Furniture,36,304,874.64
707,23,47,Female,36,Toys,64,277,394.91
708,48,23,Female,82,Clothing,18,85,127.91
709,36,95,Male,82,Electronics,89,25,89.64
710,61,86,Female,67,Furniture,35,217,164.94
711,56,105,Male,10,Clothing,68,94,257.39
712,44,110,Male,49,Electronics,78,243,493.63
713,27,124,Female,65,Furniture,39,106,704.48
714,43,20,Male,91,Clothing,90,247,986.53
715,36,91,Other,57,Groceries,8,13,447.09
716,56,106,Female,27,Furniture,88,160,523.0
717,20,25,Male,75,Clothing,80,70,526.6
718,62,80,Female,5,Electronics,84,151,544.04
719,30,31,Male,71,Clothing,15,74,522.56
720,67,25,Male,83,Groceries,7,214,18.69
721,45,46,Male,57,Furniture,17,50,11.71
722,37,143,Male,93,Furniture,86,142,106.69
723,45,125,Male,15,Furniture,86,35,110.54
724,25,112,Male,99,Groceries,64,166,707.85
725,58,128,Other,76,Electronics,12,235,212.87
726,56,118,Female,30,Furniture,82,259,895.77
727,18,54,Female,20,Electronics,56,191,929.32
728,20,103,Female,37,Clothing,46,201,976.13
729,30,75,Female,3,Electronics,47,261,939.69
730,45,68,Male,73,Electronics,79,184,279.17
731,66,65,Female,41,Furniture,16,157,514.68
732,42,132,Other,39,Toys,69,245,183.7
733,50,62,Male,26,Toys,2,109,808.15
734,55,143,Female,2,Groceries,92,98,889.55
735,23,116,Female,23,Groceries,54,240,852.78
736,61,109,Female,23,Toys,27,201,439.03
737,62,58,Female,85,Clothing,31,121,761.09
738,49,104,Male,16,Furniture,41,116,106.6
739,62,81,Male,9,Furniture,36,95,49.84
740,64,125,Male,13,Clothing,47,233,755.7
741,38,126,Female,28,Clothing,43,66,431.1
742,33,73,Male,27,Toys,65,217,995.59
743,38,145,Female,51,Groceries,50,14,106.28
744,28,28,Male,64,Clothing,93,272,857.07
745,54,107,Male,52,Groceries,1,218,485.18
746,53,56,Male,81,Electronics,72,273,828.88
747,52,68,Female,38,Furniture,57,146,818.96
748,36,60,Male,100,Toys,16,331,916.83
749,37,36,Male,65,Furniture,28,343,304.87
750,35,107,Female,18,Toys,86,151,950.3
751,64,40,Male,63,Electronics,82,346,160.15
752,58,70,Male,51,Furniture,22,303,91.15
753,66,78,Female,9,Electronics,41,14,437.3
754,31,60,Female,13,Toys,76,353,830.04
755,32,58,Male,40,Clothing,19,83,478.69
756,48,30,Female,55,Furniture,89,191,830.99
757,18,96,Other,79,Electronics,50,40,732.39
758,20,146,Female,43,Furniture,59,351,217.33
759,33,65,Female,44,Furniture,69,323,949.39
760,40,64,Female,68,Furniture,34,260,70.17
761,28,20,Female,33,Groceries,39,308,899.3
762,29,127,Female,24,Electronics,74,135,311.4
763,27,38,Male,36,Electronics,7,277,505.15
764,49,95,Female,10,Furniture,52,105,428.13
765,33,91,Female,100,Clothing,60,6,180.12
766,25,128,Male,20,Furniture,52,301,364.57
767,55,31,Male,75,Groceries,79,29,201.01
768,29,64,Female,12,Toys,24,125,211.85
769,41,109,Female,62,Groceries,26,356,195.19
770,45,122,Male,18,Clothing,90,78,494.13
771,25,27,Female,94,Furniture,90,66,799.95
772,45,110,Male,63,Electronics,10,22,573.28
773,53,106,Male,84,Furniture,17,188,894.27
774,43,103,Female,25,Clothing,78,73,640.18
775,25,101,Male,12,Electronics,2,4,692.45
776,67,87,Male,21,Groceries,77,81,670.93
777,45,146,Female,25,Toys,27,24,454.96
778,45,101,Male,11,Toys,73,263,692.45
779,54,103,Male,64,Furniture,71,1,79.01
780,58,132,Other,73,Groceries,48,277,861.25
781,53,95,Female,50,Clothing,74,327,780.03
782,44,141,Female,62,Toys,9,342,252.78
783,34,60,Female,89,Groceries,86,223,770.35
784,26,21,Male,99,Furniture,23,71,22.52
785,50,48,Female,96,Electronics,71,67,225.07
786,37,124,Female,49,Furniture,73,319,74.49
787,30,70,Female,14,Furniture,27,93,782.42
788,45,94,Female,1,Groceries,88,18,758.32
789,65,29,Female,81,Toys,93,127,815.5
790,46,70,Male,25,Groceries,81,342,14.44
791,30,137,Male,59,Electronics,84,81,506.22
792,63,140,Female,72,Groceries,71,253,707.79
793,52,58,Female,69,Clothing,43,220,163.85
794,23,47,Female,5,Furniture,7,342,653.29
795,35,22,Male,99,Toys,92,96,93.27
796,68,103,Female,19,Electronics,83,51,189.51
797,22,136,Female,23,Furniture,63,174,481.04
798,64,21,Female,9,Groceries,84,337,657.03
799,42,112,Female,94,Clothing,44,181,154.41
800,19,113,Female,50,Groceries,39,352,193.37
801,27,59,Female,16,Furniture,40,114,212.4
802,47,21,Female,33,Electronics,7,347,246.31
803,67,100,Female,2,Toys,70,0,234.29
804,62,31,Female,14,Furniture,25,62,401.2
805,22,84,Female,1,Electronics,59,247,657.25
806,50,74,Female,90,Furniture,13,230,443.65
807,18,64,Female,58,Clothing,86,225,778.21
808,35,120,Female,89,Groceries,81,18,722.08
809,49,81,Male,16,Toys,86,30,135.26
810,64,68,Male,79,Electronics,98,332,58.35
811,66,146,Other,90,Toys,62,120,879.16
812,28,42,Female,47,Toys,8,23,89.03
813,38,57,Female,44,Toys,45,324,156.86
814,43,47,Female,80,Electronics,18,210,31.91
815,42,40,Female,14,Electronics,88,160,632.05
816,39,126,Female,93,Toys,60,254,586.55
817,44,118,Female,24,Groceries,60,58,987.03
818,66,138,Female,55,Furniture,2,113,888.06
819,30,92,Male,15,Toys,66,159,416.73
820,50,141,Male,83,Clothing,91,219,377.87
821,51,49,Male,72,Toys,14,356,303.88
822,58,127,Male,34,Electronics,48,168,160.88
823,52,117,Female,2,Furniture,56,11,146.7
824,18,51,Male,27,Clothing,12,241,140.96
825,38,98,Male,74,Furniture,96,138,122.97
826,65,60,Male,99,Furniture,92,96,248.11
827,23,82,Male,87,Clothing,55,146,313.6
828,45,42,Female,72,Toys,28,181,961.96
829,34,123,Female,92,Toys,89,56,582.69
830,22,94,Female,23,Toys,4,41,987.72
831,48,67,Male,68,Groceries,90,353,378.74
832,22,76,Male,14,Toys,36,198,463.05
833,55,137,Male,63,Clothing,50,30,331.33
834,20,119,Female,93,Groceries,3,179,191.06
835,40,143,Male,65,Toys,1,1,151.73
836,54,53,Female,68,Groceries,17,287,945.63
837,54,26,Male,63,Clothing,71,137,986.94
838,27,75,Female,96,Toys,62,104,54.46
839,27,84,Male,97,Electronics,48,217,158.84
840,36,66,Male,90,Clothing,62,221,429.29
841,34,38,Female,81,Furniture,69,330,194.47
842,38,145,Male,87,Furniture,19,104,370.24
843,31,68,Male,64,Clothing,34,126,137.81
844,26,132,Female,32,Furniture,99,264,461.95
845,63,57,Female,79,Clothing,49,199,278.98
846,18,83,Female,13,Electronics,80,251,358.39
847,68,88,Male,66,Clothing,47,14,103.37
848,62,135,Male,19,Toys,91,225,433.85
849,30,84,Male,24,Toys,50,352,983.43
850,21,50,Male,88,Groceries,89,104,335.54
851,18,132,Female,11,Furniture,26,232,877.66
852,66,128,Female,59,Furniture,56,318,844.77
853,57,88,Male,86,Clothing,78,218,952.54
854,49,139,Female,15,Furniture,14,276,792.21
855,51,107,Male,10,Toys,78,260,663.0
856,45,86,Female,41,Electronics,25,340,858.02
857,48,94,Male,27,Clothing,4,335,84.89
858,25,64,Male,60,Furniture,79,189,468.2
859,56,23,Female,73,Toys,32,197,989.36
860,43,126,Female,52,Groceries,82,352,771.9
861,51,70,Female,28,Furniture,78,276,962.45
862,20,69,Male,65,Electronics,65,335,781.84
863,67,25,Male,17,Electronics,61,38,876.13
864,29,78,Female,95,Furniture,20,161,709.46
865,18,144,Male,44,Furniture,74,120,762.9
866,61,49,Female,10,Toys,10,261,527.95
867,22,141,Male,63,Furniture,88,215,925.0
868,47,144,Female,93,Groceries,34,311,826.79
869,47,56,Female,82,Toys,61,48,845.45
870,34,143,Male,47,Clothing,92,91,676.28
871,65,120,Female,38,Groceries,27,128,311.53
872,64,54,Female,70,Toys,40,320,45.27
873,40,106,Male,76,Toys,65,27,936.3
874,32,37,Female,53,Electronics,33,355,590.26
875,54,132,Female,78,Toys,68,147,305.16
876,38,48,Male,44,Groceries,71,327,157.64
877,31,96,Male,74,Furniture,9,64,831.23
878,19,78,Male,54,Groceries,16,217,838.15
879,28,145,Female,20,Clothing,5,50,816.36
880,68,128,Female,79,Toys,98,304,648.63
881,56,41,Female,31,Toys,23,73,372.36
882,55,87,Other,7,Toys,43,198,311.03
883,51,88,Female,58,Toys,89,191,18.47
884,55,68,Female,10,Electronics,57,188,835.27
885,67,128,Male,10,Electronics,51,11,96.56
886,51,105,Female,39,Furniture,13,238,634.45
887,35,72,Male,28,Toys,24,359,509.03
888,47,142,Female,30,Clothing,11,80,531.42
889,32,106,Male,37,Furniture,52,269,927.45
890,44,61,Male,67,Toys,17,289,41.3
891,68,117,Male,43,Electronics,37,47,775.66
892,51,128,Male,79,Clothing,13,316,61.53
893,69,70,Female,85,Furniture,62,208,47.77
894,55,104,Male,52,Clothing,91,34,435.52
895,50,146,Female,56,Toys,84,118,72.44
896,41,40,Female,76,Groceries,97,64,791.25
897,32,63,Female,68,Clothing,96,314,534.27
898,47,122,Male,9,Clothing,8,241,38.75
899,59,87,Male,92,Electronics,56,35,50.1
900,68,148,Female,23,Toys,93,251,616.54
901,34,111,Female,63,Clothing,83,242,808.05
902,22,43,Male,61,Toys,70,41,443.42
903,46,144,Male,40,Electronics,44,68,559.03
904,21,130,Male,44,Toys,60,106,801.83
905,27,117,Female,86,Electronics,41,38,614.4
906,34,36,Male,24,Electronics,21,68,232.51
907,27,118,Female,51,Furniture,86,179,616.92
908,34,101,Female,58,Toys,42,11,632.0
909,37,123,Male,90,Groceries,74,338,736.77
910,41,38,Other,94,Furniture,74,203,624.67
911,22,104,Female,33,Electronics,29,35,969.55
912,51,27,Female,16,Groceries,80,125,205.32
913,23,47,Female,22,Clothing,65,62,951.58
914,19,24,Female,57,Clothing,17,331,542.96
915,30,120,Female,62,Furniture,30,81,675.24
916,60,137,Male,82,Groceries,26,306,108.47
917,60,83,Male,71,Toys,53,298,386.77
918,65,110,Male,90,Groceries,19,33,771.69
919,28,136,Male,72,Furniture,53,239,709.84
920,68,117,Male,70,Toys,85,96,49.74
921,64,30,Male,30,Toys,17,48,551.13
922,40,73,Male,23,Clothing,46,145,97.4
923,33,66,Female,32,Groceries,85,124,995.9
924,48,24,Female,86,Toys,53,188,898.32
925,28,39,Female,57,Furniture,64,56,30.87
926,33,65,Female,9,Clothing,45,348,860.06
927,25,31,Female,31,Toys,49,108,920.24
928,21,89,Female,71,Groceries,19,4,360.01
929,57,36,Male,9,Clothing,71,23,722.31
930,21,134,Male,13,Groceries,81,220,447.68
931,42,67,Female,58,Groceries,65,314,658.68
932,20,127,Female,3,Groceries,37,293,346.91
933,49,71,Female,35,Clothing,70,9,329.33
934,20,115,Male,97,Toys,26,164,430.19
935,44,89,Male,21,Electronics,2,214,154.11
936,46,121,Female,64,Toys,59,125,832.83
937,49,94,Female,95,Clothing,96,266,355.21
938,67,101,Male,52,Electronics,5,279,406.15
939,68,111,Male,34,Electronics,37,87,895.11
940,36,23,Female,96,Electronics,31,113,501.66
941,38,128,Female,35,Furniture,76,20,548.81
942,22,67,Male,15,Clothing,99,147,956.93
943,35,92,Female,96,Furniture,94,244,887.86
944,45,91,Male,6,Electronics,48,265,177.77
945,59,135,Male,85,Furniture,6,216,478.48
946,39,100,Female,97,Furniture,15,239,971.58
947,38,100,Male,32,Clothing,15,231,378.64
948,23,132,Female,52,Groceries,61,231,377.86
949,18,115,Female,83,Furniture,16,241,203.08
950,22,91,Female,97,Furniture,20,189,123.18
951,58,82,Male,28,Electronics,77,228,742.9
952,29,57,Male,95,Electronics,44,65,772.33
953,43,86,Male,85,Electronics,42,278,969.32
954,63,88,Female,98,Toys,46,268,775.68
955,51,32,Female,64,Furniture,95,208,250.92
956,66,50,Female,79,Electronics,34,15,49.72
957,31,133,Female,78,Clothing,64,296,985.58
958,43,41,Female,19,Toys,29,219,347.05
959,62,112,Female,15,Groceries,3,256,318.85
960,44,86,Male,6,Furniture,9,267,906.9
961,26,73,Male,73,Furniture,75,228,589.25
962,43,61,Female,84,Clothing,75,118,222.72
963,64,83,Male,98,Groceries,25,177,890.21
964,39,145,Male,38,Groceries,86,19,993.43
965,64,40,Female,26,Toys,42,35,95.81
966,47,54,Female,82,Furniture,46,334,863.63
967,60,49,Male,92,Electronics,73,107,396.61
968,65,76,Female,51,Clothing,84,188,528.83
969,34,66,Female,73,Clothing,59,177,915.67
970,43,38,Female,96,Clothing,21,95,973.65
971,53,133,Male,53,Clothing,74,314,269.54
972,18,27,Male,56,Electronics,22,19,220.72
973,25,45,Female,59,Electronics,29,163,89.71
974,66,132,Female,70,Toys,63,96,566.18
975,52,90,Female,78,Furniture,73,142,23.47
976,69,49,Female,92,Electronics,61,61,417.78
977,32,86,Male,58,Toys,64,241,82.65
978,64,84,Male,88,Groceries,69,237,411.17
979,39,55,Female,13,Furniture,40,130,49.53
980,31,44,Male,43,Electronics,75,92,836.87
981,43,56,Male,76,Groceries,1,90,217.64
982,45,20,Female,51,Toys,65,132,335.03
983,40,56,Male,19,Electronics,62,122,871.35
984,31,147,Male,21,Electronics,54,341,748.8
985,41,146,Male,91,Groceries,60,117,226.85
986,19,20,Male,83,Electronics,46,197,81.18
987,62,54,Male,24,Clothing,5,281,718.52
988,43,123,Female,26,Electronics,22,0,396.8
989,31,42,Female,45,Furniture,90,210,768.42
990,68,28,Male,28,Groceries,53,262,450.84
991,24,53,Female,82,Furniture,70,331,352.54
992,20,147,Male,100,Toys,32,211,456.69
993,64,23,Female,29,Furniture,11,86,751.07
994,40,121,Female,17,Clothing,10,152,903.2
995,63,94,Female,68,Clothing,39,349,59.27
996,60,118,Female,44,Furniture,98,186,528.87
997,64,91,Male,61,Toys,31,60,42.51
998,62,22,Male,93,Electronics,12,284,473.73
999,35,53,Female,68,Clothing,80,94,886.43
1000,55,64,Male,74,Furniture,38,273,367.97
1001,52,80,Male,25,Furniture,67,40,933.13
1002,68,102,Female,95,Furniture,66,146,634.3
1003,32,142,Female,67,Electronics,52,245,934.81
1004,42,121,Female,2,Groceries,5,131,759.59
1005,54,35,Male,89,Toys,11,296,112.4
1006,45,85,Female,49,Groceries,25,122,238.84
1007,27,138,Male,70,Toys,35,142,400.23
1008,56,143,Male,26,Toys,35,181,178.41
1009,34,121,Female,72,Furniture,22,191,499.96
1010,56,85,Male,99,Clothing,37,206,476.65
1011,39,32,Male,27,Furniture,86,230,956.7
1012,43,130,Female,89,Electronics,55,21,439.39
1013,61,53,Male,18,Toys,75,79,787.77
1014,42,58,Male,54,Clothing,96,129,942.49
1015,34,139,Male,1,Toys,99,291,878.22
1016,30,145,Male,61,Toys,95,275,216.58
1017,37,74,Male,3,Furniture,72,322,501.07
1018,42,46,Female,68,Clothing,64,54,354.26
1019,21,137,Female,41,Clothing,20,65,405.86
1020,27,72,Male,37,Toys,98,226,367.2
1021,20,58,Female,51,Clothing,4,25,828.1
1022,58,84,Male,15,Clothing,18,252,457.62
1023,62,32,Male,8,Furniture,51,196,528.46
1024,35,40,Female,38,Groceries,68,129,982.62
1025,64,72,Male,83,Electronics,20,242,69.38
1026,53,38,Other,56,Groceries,9,311,493.08
1027,64,76,Male,47,Clothing,80,211,776.32
1028,39,44,Female,90,Toys,26,189,159.65
1029,51,50,Male,10,Electronics,25,289,615.42
1030,64,100,Male,78,Electronics,68,225,247.07
1031,25,42,Male,49,Toys,41,245,868.73
1032,57,51,Female,41,Electronics,59,55,333.83
1033,66,93,Female,83,Toys,45,54,335.77
1034,61,29,Female,30,Electronics,41,275,602.21
1035,36,73,Male,5,Groceries,38,305,191.73
1036,59,71,Male,95,Electronics,19,339,292.04
1037,58,133,Male,71,Furniture,14,152,422.47
1038,54,33,Female,83,Toys,21,52,360.1
1039,23,129,Female,31,Electronics,15,110,529.63
1040,69,72,Male,52,Toys,3,203,603.64
1041,43,98,Female,88,Furniture,37,111,571.0
1042,51,41,Male,98,Electronics,46,324,657.63
1043,62,49,Female,23,Electronics,16,257,314.67
1044,23,23,Female,48,Furniture,14,15,135.16
1045,54,78,Male,40,Furniture,9,349,763.2
1046,50,27,Male,6,Furniture,7,165,852.27
1047,39,31,Other,38,Toys,14,300,264.44
1048,38,138,Female,41,Furniture,6,279,413.02
1049,23,53,Female,100,Toys,85,157,503.58
1050,23,101,Female,27,Groceries,15,248,537.99
1051,65,117,Male,75,Electronics,52,180,662.9
1052,21,146,Female,69,Electronics,72,190,51.19
1053,47,94,Female,57,Clothing,34,138,724.26
1054,28,124,Female,17,Groceries,1,77,71.35
1055,47,68,Male,71,Furniture,96,335,473.61
1056,48,98,Male,91,Furniture,69,49,829.39
1057,41,112,Male,47,Groceries,94,84,456.7
1058,26,37,Male,79,Furniture,86,182,157.6
1059,20,115,Male,13,Clothing,20,182,985.18
1060,68,57,Male,11,Toys,80,3,890.39
1061,48,106,Male,90,Electronics,7,316,773.6
1062,57,107,Male,86,Groceries,7,110,417.4
1063,54,69,Female,92,Electronics,50,333,192.01
1064,53,27,Male,24,Toys,2,338,942.0
1065,41,88,Male,93,Groceries,47,250,537.03
1066,48,140,Male,73,Toys,14,132,853.83
1067,23,83,Male,4,Furniture,31,99,348.67
1068,19,140,Female,46,Furniture,50,171,341.94
1069,37,84,Male,18,Furniture,61,286,985.69
1070,45,126,Female,43,Toys,41,118,526.61
1071,28,119,Female,80,Toys,14,349,149.29
1072,21,101,Female,33,Toys,5,174,227.48
1073,32,70,Female,93,Electronics,75,29,487.12
1074,23,102,Female,10,Toys,5,54,52.05
1075,66,131,Female,73,Furniture,64,360,467.91
1076,47,75,Male,59,Clothing,29,195,424.75
1077,55,79,Male,31,Toys,75,40,781.54
1078,68,139,Female,28,Clothing,5,172,361.39
1079,19,42,Male,60,Furniture,96,329,982.72
1080,32,32,Male,3,Toys,36,218,188.96
1081,28,120,Female,55,Electronics,79,207,595.08
1082,25,43,Female,14,Electronics,19,157,98.8
1083,43,127,Male,58,Clothing,64,332,736.53
1084,68,30,Female,89,Electronics,22,227,994.81
1085,62,36,Male,15,Electronics,34,84,820.95
1086,61,44,Female,2,Electronics,56,172,560.15
1087,22,113,Male,24,Furniture,17,244,489.89
1088,23,40,Male,78,Electronics,76,359,836.68
1089,43,103,Female,64,Groceries,89,172,936.61
1090,21,56,Male,71,Toys,56,334,989.31
1091,36,61,Female,100,Electronics,17,211,402.57
1092,37,120,Male,24,Electronics,74,83,991.01
1093,50,67,Male,27,Electronics,92,172,164.37
1094,37,122,Female,37,Groceries,82,182,261.01
1095,66,47,Male,94,Electronics,18,132,98.13
1096,29,60,Male,91,Electronics,45,287,279.02
1097,64,118,Male,39,Toys,96,261,770.26
1098,18,66,Female,63,Groceries,78,349,854.4
1099,43,124,Female,79,Groceries,56,281,781.1
1100,31,143,Other,26,Electronics,80,292,634.76
1101,55,32,Male,65,Groceries,50,268,518.83
1102,54,119,Male,4,Clothing,58,348,711.62
1103,28,50,Male,29,Groceries,18,196,396.93
1104,53,149,Female,1,Groceries,80,24,842.9
1105,30,35,Male,50,Groceries,81,140,680.42
1106,60,92,Female,86,Furniture,7,222,700.83
1107,20,73,Male,11,Furniture,76,19,540.58
1108,50,119,Other,74,Furniture,98,246,886.38
1109,23,128,Female,59,Groceries,10,327,259.49
1110,67,106,Female,62,Clothing,69,200,387.34
1111,27,27,Male,81,Groceries,85,114,779.87
1112,22,26,Male,36,Electronics,3,188,497.82
1113,40,55,Male,56,Clothing,83,25,890.32
1114,27,37,Male,90,Furniture,44,53,352.94
1115,61,22,Male,21,Toys,99,169,375.64
1116,19,47,Female,13,Clothing,70,10,889.85
1117,30,89,Male,9,Furniture,14,26,469.73
1118,57,47,Female,11,Clothing,4,349,520.96
1119,19,73,Female,75,Clothing,18,82,339.44
1120,37,84,Male,70,Groceries,93,289,283.9
1121,18,119,Other,1,Electronics,99,37,659.39
1122,54,40,Male,70,Toys,52,86,128.64
1123,26,32,Male,77,Furniture,38,320,880.48
1124,34,76,Female,86,Clothing,80,155,781.41
1125,26,68,Female,56,Toys,20,307,198.84
1126,28,137,Male,31,Clothing,88,285,697.08
1127,32,73,Male,86,Electronics,99,185,606.61
1128,41,72,Female,37,Toys,44,181,192.69
1129,55,63,Male,47,Furniture,51,142,280.47
1130,52,66,Female,91,Clothing,19,205,414.9
1131,47,72,Female,78,Electronics,68,141,702.25
1132,48,93,Other,47,Toys,97,184,642.34
1133,66,65,Male,69,Clothing,66,240,536.91
1134,22,32,Male,58,Clothing,13,7,770.73
1135,61,121,Male,36,Furniture,62,71,760.36
1136,67,43,Male,32,Electronics,61,287,621.68
1137,31,21,Male,98,Groceries,30,94,789.12
1138,28,100,Male,64,Clothing,98,156,340.92
1139,26,119,Female,71,Toys,30,40,882.44
1140,51,130,Female,42,Furniture,51,330,618.76
1141,29,121,Male,48,Furniture,88,300,824.14
1142,52,36,Male,74,Clothing,48,268,550.82
1143,52,31,Male,81,Clothing,33,154,226.25
1144,18,135,Male,30,Clothing,74,274,546.99
1145,57,43,Female,21,Groceries,82,153,377.4
1146,39,48,Female,60,Clothing,19,52,700.52
1147,46,141,Female,13,Electronics,71,178,481.04
1148,25,109,Female,1,Toys,57,239,837.75
1149,28,84,Female,65,Clothing,19,136,681.29
1150,58,103,Female,33,Groceries,88,254,687.7
1151,54,138,Male,38,Toys,79,223,224.98
1152,31,35,Female,25,Furniture,41,179,984.41
1153,47,123,Female,26,Clothing,42,181,843.26
1154,52,111,Male,77,Toys,87,258,791.11
1155,38,46,Male,59,Furniture,52,242,336.91
1156,54,52,Male,92,Groceries,4,95,540.28
1157,22,74,Female,33,Electronics,4,196,145.73
1158,36,26,Male,41,Clothing,5,13,543.09
1159,31,76,Male,30,Electronics,41,119,154.43
1160,43,145,Male,57,Groceries,87,268,557.51
1161,21,31,Female,49,Toys,61,170,652.23
